created_utc,model,dataset,concurrency,data_num,ttft_ms,tpot_ms,total_output_throughput_token_s,throughput_per_gpu_token_s,ttft_sla_ms,tpot_sla_ms,sla_status,observed_max_concurrency,concurrency_matched,success_requests,failed_requests,run_dir,max_running_requests
2026-09-05T18:31:28.670101+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,56,224,148899.7,23.9,297.4719,37.184,20000.0,20.0,FAIL_BOTH,56,True,224,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_8/glm_5_2_awq_int4/dataset_128k_p90/20260905T181804731204Z_c56,8
2026-09-05T18:45:46.646146+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,60,240,160696.3,23.9,298.0206,37.2526,20000.0,20.0,FAIL_BOTH,60,True,240,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_8/glm_5_2_awq_int4/dataset_128k_p90/20260905T183128789033Z_c60,8
2026-09-05T19:01:02.987018+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,64,256,173260.7,23.9,297.2592,37.1574,20000.0,20.0,FAIL_BOTH,64,True,256,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_8/glm_5_2_awq_int4/dataset_128k_p90/20260905T184546846511Z_c64,8
2026-09-05T19:16:00.144000+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,4,16,5702.1,12.7,217.9011,27.2376,20000.0,20.0,PASS,4,True,16,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_16/glm_5_2_awq_int4/dataset_128k_p90/20260905T191347356243Z_c4,16
2026-09-05T19:17:49.578302+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,8,32,2858.1,16.1,420.9466,52.6183,20000.0,20.0,PASS,8,True,32,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_16/glm_5_2_awq_int4/dataset_128k_p90/20260905T191601417582Z_c8,16
2026-09-05T19:19:54.620002+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,12,48,2709.7,18.8,545.3443,68.168,20000.0,20.0,PASS,12,True,48,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_16/glm_5_2_awq_int4/dataset_128k_p90/20260905T191751436590Z_c12,16
2026-09-05T19:22:04.356507+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,16,64,3281.1,19.8,678.307,84.7884,20000.0,20.0,PASS,16,True,64,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_16/glm_5_2_awq_int4/dataset_128k_p90/20260905T191955457377Z_c16,16
2026-09-05T19:26:41.369467+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,20,80,17755.7,41.2,332.9633,41.6204,20000.0,20.0,FAIL_TPOT,20,True,80,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_16/glm_5_2_awq_int4/dataset_128k_p90/20260905T192205475608Z_c20,16
2026-09-05T19:32:06.265818+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,24,96,28180.7,41.6,336.3983,42.0498,20000.0,20.0,FAIL_BOTH,24,True,96,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_16/glm_5_2_awq_int4/dataset_128k_p90/20260905T192641510077Z_c24,16
2026-09-05T19:38:18.703743+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,28,112,38596.2,42.1,337.3626,42.1703,20000.0,20.0,FAIL_BOTH,28,True,112,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_16/glm_5_2_awq_int4/dataset_128k_p90/20260905T193207541486Z_c28,16
2026-09-05T19:45:24.379727+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,32,128,50738.2,42.0,333.9586,41.7448,20000.0,20.0,FAIL_BOTH,32,True,128,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_16/glm_5_2_awq_int4/dataset_128k_p90/20260905T193819580574Z_c32,16
2026-09-05T19:53:20.612715+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,36,144,61452.9,42.4,332.641,41.5801,20000.0,20.0,FAIL_BOTH,36,True,144,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_16/glm_5_2_awq_int4/dataset_128k_p90/20260905T194525621530Z_c36,16
2026-09-05T20:02:02.151189+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,40,160,71633.2,42.6,334.4361,41.8045,20000.0,20.0,FAIL_BOTH,40,True,160,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_16/glm_5_2_awq_int4/dataset_128k_p90/20260905T195321662040Z_c40,16
2026-09-05T20:11:32.086230+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,44,176,81562.6,42.9,336.5972,42.0746,20000.0,20.0,FAIL_BOTH,44,True,176,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_16/glm_5_2_awq_int4/dataset_128k_p90/20260905T200203702696Z_c44,16
2026-09-05T20:21:52.911092+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,48,192,92719.2,42.9,335.5197,41.94,20000.0,20.0,FAIL_BOTH,48,True,192,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_16/glm_5_2_awq_int4/dataset_128k_p90/20260905T201133751763Z_c48,16
2026-09-05T20:33:02.400338+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,52,208,103300.8,43.1,335.3839,41.923,20000.0,20.0,FAIL_BOTH,52,True,208,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_16/glm_5_2_awq_int4/dataset_128k_p90/20260905T202153805942Z_c52,16
2026-09-05T20:45:02.839942+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,56,224,114695.8,43.1,334.473,41.8091,20000.0,20.0,FAIL_BOTH,56,True,224,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_16/glm_5_2_awq_int4/dataset_128k_p90/20260905T203303859461Z_c56,16
2026-09-05T20:57:47.662613+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,60,240,124343.5,43.2,336.1946,42.0243,20000.0,20.0,FAIL_BOTH,60,True,240,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_16/glm_5_2_awq_int4/dataset_128k_p90/20260905T204503913669Z_c60,16
2026-09-05T21:11:19.707918+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,64,256,134945.0,43.5,335.9098,41.9887,20000.0,20.0,FAIL_BOTH,64,True,256,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_16/glm_5_2_awq_int4/dataset_128k_p90/20260905T205747969849Z_c64,16
2026-09-05T21:28:02.323610+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,4,16,5384.9,12.7,221.5562,27.6945,20000.0,20.0,PASS,4,True,16,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_32/glm_5_2_awq_int4/dataset_128k_p90/20260905T212548564351Z_c4,32
2026-09-05T21:29:52.669245+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,8,32,2849.9,15.9,422.104,52.763,20000.0,20.0,PASS,8,True,32,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_32/glm_5_2_awq_int4/dataset_128k_p90/20260905T212802620842Z_c8,32
2026-09-05T21:31:56.641712+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,12,48,2601.0,18.8,551.5758,68.947,20000.0,20.0,PASS,12,True,48,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_32/glm_5_2_awq_int4/dataset_128k_p90/20260905T212954636253Z_c12,32
2026-09-05T21:34:09.694967+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,16,64,3065.0,20.1,670.6554,83.8319,20000.0,20.0,FAIL_TPOT,16,True,64,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_32/glm_5_2_awq_int4/dataset_128k_p90/20260905T213158660831Z_c16,32
2026-09-05T21:38:48.828659+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,20,80,10658.7,48.6,336.3157,42.0395,20000.0,20.0,FAIL_TPOT,20,True,80,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_32/glm_5_2_awq_int4/dataset_128k_p90/20260905T213410688584Z_c20,32
2026-09-05T21:44:13.247402+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,24,96,12179.4,58.0,340.0213,42.5027,20000.0,20.0,FAIL_TPOT,24,True,96,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_32/glm_5_2_awq_int4/dataset_128k_p90/20260905T213850721028Z_c24,32
2026-09-05T21:50:17.110384+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,28,112,13052.4,66.8,348.5673,43.5709,20000.0,20.0,FAIL_TPOT,28,True,112,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_32/glm_5_2_awq_int4/dataset_128k_p90/20260905T214414755066Z_c28,32
2026-09-05T21:57:05.082128+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,32,128,15846.6,74.4,352.4538,44.0567,20000.0,20.0,FAIL_TPOT,32,True,128,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_32/glm_5_2_awq_int4/dataset_128k_p90/20260905T215018833589Z_c32,32
2026-09-05T22:04:36.859341+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,36,144,22784.6,77.1,354.5464,44.3183,20000.0,20.0,FAIL_BOTH,36,True,144,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_32/glm_5_2_awq_int4/dataset_128k_p90/20260905T215706874393Z_c36,32
2026-09-05T22:12:53.147724+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,40,160,33256.9,77.8,356.0635,44.5079,20000.0,20.0,FAIL_BOTH,40,True,160,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_32/glm_5_2_awq_int4/dataset_128k_p90/20260905T220436913479Z_c40,32
2026-09-05T22:21:56.864134+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,44,176,42435.9,78.8,356.1124,44.514,20000.0,20.0,FAIL_BOTH,44,True,176,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_32/glm_5_2_awq_int4/dataset_128k_p90/20260905T221254954376Z_c44,32
2026-09-05T22:31:42.297132+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,48,192,53225.4,79.1,355.9569,44.4946,20000.0,20.0,FAIL_BOTH,48,True,192,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_32/glm_5_2_awq_int4/dataset_128k_p90/20260905T222157001519Z_c48,32
2026-09-05T22:42:12.648581+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,52,208,61754.7,79.7,358.6169,44.8271,20000.0,20.0,FAIL_BOTH,52,True,208,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_32/glm_5_2_awq_int4/dataset_128k_p90/20260905T223143053786Z_c52,32
2026-09-05T22:53:27.626910+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,56,224,72618.9,80.0,357.6952,44.7119,20000.0,20.0,FAIL_BOTH,56,True,224,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_32/glm_5_2_awq_int4/dataset_128k_p90/20260905T224213109564Z_c56,32
2026-09-05T23:05:32.592262+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,60,240,82452.3,80.0,357.5178,44.6897,20000.0,20.0,FAIL_BOTH,60,True,240,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_32/glm_5_2_awq_int4/dataset_128k_p90/20260905T225329162345Z_c60,32
2026-09-05T23:18:18.588598+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,64,256,91536.3,80.9,359.0945,44.8868,20000.0,20.0,FAIL_BOTH,64,True,256,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_32/glm_5_2_awq_int4/dataset_128k_p90/20260905T230533214710Z_c64,32
2026-09-05T23:37:43.513926+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,4,16,4838.7,13.2,222.7891,27.8486,20000.0,20.0,PASS,4,True,16,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_64/glm_5_2_awq_int4/dataset_128k_p90/20260905T233529400031Z_c4,64
2026-09-05T23:39:33.395739+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,8,32,2327.2,16.2,426.8629,53.3579,20000.0,20.0,PASS,8,True,32,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_64/glm_5_2_awq_int4/dataset_128k_p90/20260905T233745420788Z_c8,64
2026-09-05T23:41:36.754817+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,12,48,2622.4,18.7,551.0644,68.883,20000.0,20.0,PASS,12,True,48,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_64/glm_5_2_awq_int4/dataset_128k_p90/20260905T233933441063Z_c12,64
2026-09-05T23:43:51.605563+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,16,64,3819.4,20.4,644.4834,80.5604,20000.0,20.0,FAIL_TPOT,16,True,64,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_64/glm_5_2_awq_int4/dataset_128k_p90/20260905T234137465319Z_c16,64
2026-09-05T23:48:31.754916+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,20,80,10780.5,48.4,335.7086,41.9636,20000.0,20.0,FAIL_TPOT,20,True,80,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_64/glm_5_2_awq_int4/dataset_128k_p90/20260905T234353490548Z_c20,64
2026-09-05T23:53:56.685485+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,24,96,14249.8,56.0,340.1936,42.5242,20000.0,20.0,FAIL_TPOT,24,True,96,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_64/glm_5_2_awq_int4/dataset_128k_p90/20260905T234833521055Z_c24,64
2026-09-05T23:59:56.309351+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,28,112,12914.0,66.8,350.0597,43.7575,20000.0,20.0,FAIL_TPOT,28,True,112,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_64/glm_5_2_awq_int4/dataset_128k_p90/20260905T235357557905Z_c28,64
2026-09-06T00:06:42.050653+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,32,128,16117.7,73.7,354.4323,44.304,20000.0,20.0,FAIL_TPOT,32,True,128,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_64/glm_5_2_awq_int4/dataset_128k_p90/20260905T235957597815Z_c32,64
2026-09-06T00:14:05.047246+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,36,144,15950.1,83.0,361.5125,45.1891,20000.0,20.0,FAIL_TPOT,36,True,144,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_64/glm_5_2_awq_int4/dataset_128k_p90/20260906T000643636643Z_c36,64
2026-09-06T00:22:13.994362+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,40,160,18561.0,92.0,360.2028,45.0254,20000.0,20.0,FAIL_TPOT,40,True,160,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_64/glm_5_2_awq_int4/dataset_128k_p90/20260906T001405680369Z_c40,64
2026-09-06T00:31:11.111166+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,44,176,19585.6,102.5,358.4278,44.8035,20000.0,20.0,FAIL_TPOT,44,True,176,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_64/glm_5_2_awq_int4/dataset_128k_p90/20260906T002215720892Z_c44,64
2026-09-06T00:40:50.635026+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,48,192,21486.5,111.6,359.2807,44.9101,20000.0,20.0,FAIL_BOTH,48,True,192,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_64/glm_5_2_awq_int4/dataset_128k_p90/20260906T003111767689Z_c48,64
2026-09-06T00:51:31.391310+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,52,208,27146.5,119.1,351.4694,43.9337,20000.0,20.0,FAIL_BOTH,52,True,208,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_64/glm_5_2_awq_int4/dataset_128k_p90/20260906T004051814657Z_c52,64
2026-09-06T01:02:54.855443+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,56,224,36739.8,120.4,352.1671,44.0209,20000.0,20.0,FAIL_BOTH,56,True,224,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_64/glm_5_2_awq_int4/dataset_128k_p90/20260906T005131864665Z_c56,64
2026-09-06T01:15:01.720046+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,60,240,46518.9,120.7,355.157,44.3946,20000.0,20.0,FAIL_BOTH,60,True,240,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_64/glm_5_2_awq_int4/dataset_128k_p90/20260906T010255916318Z_c60,64
2026-09-06T01:27:54.996464+00:00,GLM-5.2-AWQ-INT4,dataset_128k_p90,64,256,55580.3,122.1,355.0444,44.3805,20000.0,20.0,FAIL_BOTH,64,True,256,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_64/glm_5_2_awq_int4/dataset_128k_p90/20260906T011501974648Z_c64,64
2026-09-06T01:44:02.721383+00:00,GLM-5.2-AWQ-INT4,dataset_16k_p0,4,16,4407.4,14.0,216.0717,27.009,10000.0,20.0,PASS,4,True,16,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_8/glm_5_2_awq_int4/dataset_16k_p0/20260906T014209007698Z_c4,8
2026-09-06T01:46:22.215080+00:00,GLM-5.2-AWQ-INT4,dataset_16k_p0,8,32,5339.9,21.5,295.9768,36.9971,10000.0,20.0,FAIL_TPOT,8,True,32,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_8/glm_5_2_awq_int4/dataset_16k_p0/20260906T014403029938Z_c8,8
2026-09-06T01:49:35.906347+00:00,GLM-5.2-AWQ-INT4,dataset_16k_p0,12,48,16398.7,22.8,298.2419,37.2802,10000.0,20.0,FAIL_BOTH,12,True,48,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_8/glm_5_2_awq_int4/dataset_16k_p0/20260906T014623051609Z_c12,8
2026-09-06T01:53:45.497793+00:00,GLM-5.2-AWQ-INT4,dataset_16k_p0,16,64,28678.4,23.1,298.3656,37.2957,10000.0,20.0,FAIL_BOTH,16,True,64,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_8/glm_5_2_awq_int4/dataset_16k_p0/20260906T014937075204Z_c16,8
2026-09-06T01:58:52.253609+00:00,GLM-5.2-AWQ-INT4,dataset_16k_p0,20,80,40307.7,23.3,298.5236,37.3154,10000.0,20.0,FAIL_BOTH,20,True,80,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_8/glm_5_2_awq_int4/dataset_16k_p0/20260906T015347131009Z_c20,8
2026-09-06T02:04:54.176371+00:00,GLM-5.2-AWQ-INT4,dataset_16k_p0,24,96,52418.4,23.5,297.0905,37.1363,10000.0,20.0,FAIL_BOTH,24,True,96,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_8/glm_5_2_awq_int4/dataset_16k_p0/20260906T015853163947Z_c24,8
2026-09-06T02:11:49.717165+00:00,GLM-5.2-AWQ-INT4,dataset_16k_p0,28,112,64413.0,23.7,297.5513,37.1939,10000.0,20.0,FAIL_BOTH,28,True,112,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_8/glm_5_2_awq_int4/dataset_16k_p0/20260906T020455199773Z_c28,8
2026-09-06T02:19:40.634111+00:00,GLM-5.2-AWQ-INT4,dataset_16k_p0,32,128,76386.2,23.7,297.7993,37.2249,10000.0,20.0,FAIL_BOTH,32,True,128,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_8/glm_5_2_awq_int4/dataset_16k_p0/20260906T021151238672Z_c32,8
2026-09-06T02:28:23.889864+00:00,GLM-5.2-AWQ-INT4,dataset_16k_p0,36,144,88216.8,23.7,298.7076,37.3385,10000.0,20.0,FAIL_BOTH,36,True,144,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_8/glm_5_2_awq_int4/dataset_16k_p0/20260906T021941278708Z_c36,8
2026-09-06T02:38:02.440418+00:00,GLM-5.2-AWQ-INT4,dataset_16k_p0,40,160,100237.1,23.9,298.0757,37.2595,10000.0,20.0,FAIL_BOTH,40,True,160,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_8/glm_5_2_awq_int4/dataset_16k_p0/20260906T022825320705Z_c40,8
2026-09-06T02:48:38.040688+00:00,GLM-5.2-AWQ-INT4,dataset_16k_p0,44,176,111975.9,24.0,298.412,37.3015,10000.0,20.0,FAIL_BOTH,44,True,176,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_8/glm_5_2_awq_int4/dataset_16k_p0/20260906T023803370997Z_c44,8
2026-09-06T03:00:09.439379+00:00,GLM-5.2-AWQ-INT4,dataset_16k_p0,48,192,124131.9,24.0,297.7968,37.2246,10000.0,20.0,FAIL_BOTH,48,True,192,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_8/glm_5_2_awq_int4/dataset_16k_p0/20260906T024839424135Z_c48,8
2026-09-06T03:12:32.564682+00:00,GLM-5.2-AWQ-INT4,dataset_16k_p0,52,208,136122.1,24.0,298.0884,37.261,10000.0,20.0,FAIL_BOTH,52,True,208,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_8/glm_5_2_awq_int4/dataset_16k_p0/20260906T030009479069Z_c52,8
2026-09-06T03:25:52.428559+00:00,GLM-5.2-AWQ-INT4,dataset_16k_p0,56,224,147965.5,24.1,298.6788,37.3349,10000.0,20.0,FAIL_BOTH,56,True,224,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_8/glm_5_2_awq_int4/dataset_16k_p0/20260906T031233570122Z_c56,8
2026-09-06T03:40:04.224071+00:00,GLM-5.2-AWQ-INT4,dataset_16k_p0,60,240,159800.9,24.0,298.9194,37.3649,10000.0,20.0,FAIL_BOTH,60,True,240,0,/home/coder/workspace/services/llm_eval/output/max_running_requests/mr_8/glm_5_2_awq_int4/dataset_16k_p0/20260906T032553643357Z_c60,8
